"","ResidntCntry","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","Occupation","DurationYear","DurationMon","CommSize","MaritlStatus","NoOfSons","NoOfDghtrs","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfProcast","OtherProcast","DPMean","AIPMean","GPMean","SWLSMean","HDI","category"
"2932","United States",55,"Male","No Kids","ma","full-time",250000,"",1,0,"Village","Single","0",0,4,4,5,4,3,1,1,3,4,1,1,1,2,1,1,4,1,4,1,4,1,2,1,5,3,3,4,4,3,3,3,3,3,4,4,5,4,4,5,3,4,3,3,4,2,"yes","no",4,2,3.35,3.2,0.92,"High human development index"
"2933","United States",45,"Female","No Kids","ma","full-time",250000,"",2,7,"Rural/Country","Single","0",0,4,4,4,3,3,1,1,4,2,4,3,3,3,5,5,2,4,4,4,4,4,2,3,1,2,3,5,3,5,3,2,5,1,4,5,4,2,1,5,5,1,2,2,3,3,"yes","yes",3.6,3.26666666666667,3.25,2.2,0.92,"High human development index"
"2934","United States",45,"Female","Yes Kids","ltuni","full-time",35000,"",12,4,"Rural/Country","Divorced","4",1,3,3,4,1,1,2,2,5,2,4,3,4,4,1,3,3,3,3,5,1,3,1,2,1,4,2,4,2,3,4,3,4,5,5,3,5,5,2,2,2,5,5,4,3,5,"yes","yes",2.4,3,3.1,4.4,0.92,"High human development index"
"2935","United States",32.5,"Male","No Kids","ma","full-time",87500,"",1,0,"Large Town","Married","0",0,2,3,3,2,2,1,2,4,3,2,1,2,2,2,3,3,3,2,2,2,3,2,3,2,2,4,2,3,3,3,4,3,2,4,2,4,3,2,2,2,4,4,4,4,2,"no","no",2.4,2.26666666666667,2.75,3.6,0.92,"High human development index"
"2936","United States",23,"Female","No Kids","deg","full-time",35000,"",1,0,"Village","Single","0",0,2,3,4,2,2,2,2,3,3,3,3,5,4,2,3,3,4,3,4,3,3,2,3,3,4,2,2,4,4,3,2,4,3,3,3,3,3,3,3,3,3,4,4,4,4,"yes","yes",2.6,3.13333333333333,3,3.8,0.92,"High human development index"
"2937","United States",67.5,"Female","No Kids","ma","unemployed",10000,"",0,0,"Village","Single","0",0,4,4,4,3,3,2,1,1,3,4,2,5,5,5,5,3,1,4,2,5,5,1,1,5,2,3,5,5,5,2,3,5,5,5,4,5,3,4,5,4,3,2,2,2,1,"yes","yes",3.6,3.2,3.85,2,0.92,"High human development index"
"2938","United States",45,"Male","Yes Kids","deg","full-time",45000,"",10,0,"Village","Divorced","1",0,4,2,3,1,1,2,1,1,2,2,1,2,3,1,2,2,2,2,2,2,2,1,2,1,2,1,3,4,3,1,4,3,2,2,3,4,3,4,4,4,1,4,2,3,1,"yes","no",2.2,1.8,2.65,2.2,0.92,"High human development index"
"2939","United States",23,"Male","No Kids","deg","full-time",15000,"",0,10,"Large Town","Single","0",0,3,4,4,4,4,2,3,5,4,1,1,2,2,2,2,3,4,3,3,1,4,1,1,3,2,2,3,4,4,1,1,2,1,3,3,3,3,4,4,3,2,2,3,2,3,"yes","yes",3.8,2.53333333333333,2.6,2.4,0.92,"High human development index"
"2940","United States",25,"Female","No Kids","ma","full-time",45000,"",3,0,"Small Town","Single","0",0,2,2,3,3,3,2,3,3,3,4,3,3,2,3,3,3,4,3,3,2,3,2,2,5,4,1,3,3,4,2,4,3,1,1,3,3,3,2,3,3,3,3,3,3,3,"yes","yes",2.6,2.93333333333333,2.75,3,0.92,"High human development index"
"2941","United States",37.5,"Female","No Kids","phd","full-time",45000,"",2,0,"Small Town","Single","0",0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,2,3,2,3,1,1,3,2,2,2,3,3,3,2,2,2,3,3,1,3,2,3,2,2,3,2,3,4,4,5,4,"no","",1.8,1.6,2.4,4,0.92,"High human development index"
"2942","United States",45,"Male","Yes Kids","ltuni","unemployed",NA,"",0,0,"Medium-Sized","Married","0",0,5,5,5,4,4,1,2,5,3,5,3,5,4,5,5,1,3,5,1,5,5,3,4,1,5,5,5,5,5,4,2,5,5,3,4,5,5,5,5,4,1,1,1,4,2,"yes","yes",4.6,3.53333333333333,4.25,1.8,0.92,"High human development index"
"2943","United States",28,"Male","No Kids","deg","full-time",87500,"",0,4,"Large Town","Single","0",0,5,4,5,2,2,3,2,5,5,2,5,4,1,1,5,4,3,2,5,4,2,1,3,4,5,4,4,3,4,5,4,5,3,2,2,5,3,3,2,3,5,5,4,5,5,"yes","yes",3.6,3.4,3.35,4.8,0.92,"High human development index"
"2944","United States",28,"Male","No Kids","phd","full-time",45000,"",0,4,"Village","Married","0",0,2,3,3,1,1,2,2,3,3,2,1,1,2,1,2,3,2,2,1,3,3,1,2,1,3,2,2,3,2,1,4,2,4,3,2,4,3,3,3,4,4,4,4,3,4,"no","no",2,2,2.6,3.8,0.92,"High human development index"
"2945","United States",28,"Female","No Kids","ma","full-time",25000,"",0,9,"Village","Married","0",0,3,4,4,3,3,4,4,3,4,3,5,4,3,3,3,5,3,4,3,3,5,3,4,5,4,4,4,3,4,3,2,4,4,5,4,3,3,3,5,3,4,4,4,4,4,"yes","yes",3.4,3.6,3.75,4,0.92,"High human development index"
"2946","United States",28,"Female","No Kids","ma","full-time",35000,"",1,2,"Village","Single","0",0,3,3,3,3,3,1,1,4,3,2,1,3,3,1,3,2,2,4,2,3,3,1,2,4,2,2,3,3,3,3,4,5,2,2,3,4,3,3,3,2,3,3,3,2,3,"yes","yes",3,2.33333333333333,2.85,2.8,0.92,"High human development index"
"2947","United States",24,"Female","No Kids","deg","full-time",25000,"",1,10,"Rural/Country","Single","0",0,3,4,2,3,3,3,4,2,4,4,3,4,4,4,5,5,5,5,4,5,4,3,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,"yes","yes",3,4.06666666666667,4.05,4.6,0.92,"High human development index"
"2948","United States",24,"Female","No Kids","ltuni","student",15000,"",0,0,"Large Town","Single","0",0,4,5,4,3,3,1,1,4,3,2,2,3,4,1,4,2,2,2,2,3,4,1,3,5,2,3,4,3,4,2,4,4,2,2,4,5,5,4,3,4,2,3,2,2,2,"yes","yes",3.8,2.4,3.4,2.2,0.92,"High human development index"
"2949","United States",28,"Female","No Kids","deg","unemployed",67500,"",7,0,"Village","Single","0",0,3,3,2,1,1,1,1,1,3,2,4,2,2,1,4,2,2,2,2,2,3,1,1,4,3,4,2,3,3,4,3,3,1,1,2,3,2,3,4,3,5,5,5,5,4,"no","no",2,2.06666666666667,2.65,4.8,0.92,"High human development index"
"2950","United States",67.5,"Male","Yes Kids","ma","part-time",87500,"",10,0,"Rural/Country","Married","0",2,2,3,2,2,2,1,1,3,3,2,1,2,3,2,2,3,2,2,1,1,3,3,2,1,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,"yes","no",2.2,1.93333333333333,2.15,2.6,0.92,"High human development index"
"2951","United States",32.5,"Female","No Kids","phd","full-time",67500,"",6,0,"Small Town","Single","0",0,1,2,1,1,1,1,1,3,2,3,1,1,3,3,3,3,1,3,1,1,2,1,2,3,1,2,1,3,4,1,2,4,1,2,3,4,2,3,4,5,4,5,4,5,3,"yes","no",1.2,2,2.5,4.2,0.92,"High human development index"
"2952","United States",19,"Male","No Kids","ltuni","student",10000,"",2,3,"Small Town","Single","0",0,4,4,4,2,2,1,2,3,2,3,3,3,2,2,3,4,2,2,2,2,4,2,2,3,3,2,2,3,4,3,3,2,2,2,4,3,4,4,3,2,4,4,5,5,3,"yes","yes",3.2,2.4,2.85,4.2,0.92,"High human development index"
"2953","United States",55,"Female","No Kids","deg","part-time",87500,"",12,0,"Small Town","Single","0",0,2,3,2,2,4,2,1,2,5,5,1,1,2,5,2,3,3,3,1,2,3,3,3,1,2,1,1,4,3,2,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,"no","no",2.6,2.53333333333333,2.6,3.4,0.92,"High human development index"
"2954","United States",37.5,"Female","Yes Kids","ma","unemployed",10000,"",2,0,"Small Town","Married","0",1,3,4,3,2,2,1,1,3,2,2,1,1,3,2,1,2,3,4,2,2,2,1,2,2,2,2,2,3,3,2,3,3,1,2,2,4,3,3,2,3,4,4,4,4,4,"yes","no",2.8,2,2.35,4,0.92,"High human development index"
"2955","United States",37.5,"Male","No Kids","phd","full-time",55000,"",3,0,"Small Town","Divorced","0",0,4,5,5,4,4,3,3,5,4,2,4,5,4,4,5,5,5,4,4,5,5,4,2,5,5,5,5,5,5,2,5,4,3,4,4,5,4,5,5,5,2,1,1,2,2,"yes","yes",4.4,4.13333333333333,4.35,1.6,0.92,"High human development index"
"2956","United States",28,"Male","Yes Kids","ltuni","full-time",67500,"",0,9,"Small Town","Divorced","1",0,4,5,5,3,3,3,2,3,2,1,4,3,2,1,3,2,3,2,2,4,4,1,2,3,2,5,4,4,3,1,4,2,3,3,5,4,4,5,5,5,3,4,4,3,2,"yes","yes",4,2.46666666666667,3.45,3.2,0.92,"High human development index"
"2957","United States",67.5,"Male","Yes Kids","deg","retired",87500,"",0,0,"Small Town","Married","0",2,5,5,5,5,4,3,3,5,4,5,1,5,5,4,4,4,5,3,4,3,5,4,4,5,3,4,4,5,4,4,3,5,5,5,5,5,3,4,4,5,3,4,4,4,4,"no","yes",4.8,3.86666666666667,4.3,3.8,0.92,"High human development index"
"2958","United States",45,"Female","Yes Kids","ma","part-time",35000,"",7,0,"Large Town","Married","1",1,4,4,4,3,3,3,4,2,4,3,3,3,3,3,2,3,4,4,4,4,4,2,4,5,2,2,3,3,4,2,2,4,4,2,4,2,3,5,5,4,2,1,2,2,1,"yes","no",3.6,3.26666666666667,3.3,1.6,0.92,"High human development index"
"2959","United States",28,"Female","No Kids","deg","full-time",35000,"",3,8,"Village","Single","0",0,5,2,1,1,1,2,4,5,5,5,4,4,5,5,5,4,5,4,5,4,5,3,3,2,1,2,1,2,5,5,4,5,2,4,4,5,3,5,5,5,3,3,3,3,3,"yes","yes",2,4.4,3.55,3,0.92,"High human development index"
"2960","United States",28,"Female","No Kids","deg","full-time",35000,"",4,6,"Large Town","Single","0",0,5,5,5,5,5,3,2,5,4,5,5,5,4,5,5,3,4,3,2,4,4,4,4,3,5,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,2,2,2,2,2,"yes","yes",5,3.93333333333333,4.3,2,0.92,"High human development index"
"2961","United States",55,"Female","Yes Kids","deg","full-time",45000,"",10,0,"Village","Married","1",1,2,2,2,1,1,5,5,5,5,3,1,3,5,3,3,5,5,5,5,4,3,1,4,1,3,3,2,4,5,5,5,5,4,2,3,5,3,4,3,2,2,2,3,3,2,"yes","yes",1.6,4.13333333333333,3.35,2.4,0.92,"High human development index"
"2962","United States",55,"Male","Yes Kids","ma","full-time",150000,"",6,1,"Village","Married","0",0,4,3,3,3,3,3,2,3,3,3,3,4,3,2,2,3,3,4,3,5,4,1,3,2,2,3,3,3,3,2,3,3,3,4,4,5,3,2,3,3,3,2,3,3,2,"yes","yes",3.2,3.06666666666667,2.95,2.6,0.92,"High human development index"
"2963","United States",28,"Female","No Kids","dip","full-time",45000,"",0,8,"Village","Single","0",0,4,5,5,3,3,1,4,4,5,3,5,5,4,3,5,3,5,4,4,4,1,3,3,5,4,3,3,5,4,3,3,5,1,2,5,4,5,4,5,4,3,4,4,5,5,"yes","yes",4,3.93333333333333,3.6,4.2,0.92,"High human development index"
"2964","United States",45,"Female","Yes Kids","ma","full-time",55000,"",6,0,"Medium-Sized","Married","1",0,3,4,4,3,3,1,3,5,5,5,4,3,4,5,4,3,5,2,5,5,5,3,2,4,4,1,5,4,5,5,4,5,3,3,4,5,4,5,5,5,3,4,3,5,1,"yes","yes",3.4,3.93333333333333,4.05,3.2,0.92,"High human development index"
"2965","United States",32.5,"Male","No Kids","ma","student",15000,"",3,0,"Small Town","Single","0",0,3,4,4,3,3,1,1,2,3,3,4,2,3,3,3,2,3,2,2,2,4,3,4,5,3,2,3,4,3,1,4,3,3,3,4,4,3,3,4,4,3,3,3,3,2,"yes","no",3.4,2.4,3.35,2.8,0.92,"High human development index"
"2966","United States",32.5,"Female","No Kids","deg","full-time",55000,"",4,6,"Village","Single","0",0,4,2,3,3,3,1,2,3,5,4,5,5,4,1,3,2,4,3,4,5,5,2,3,4,3,5,5,4,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,3,3,"yes","yes",3,3.4,3.95,3.6,0.92,"High human development index"
"2967","United States",28,"Female","No Kids","deg","full-time",25000,"",1,10,"Medium-Sized","Single","0",0,2,1,1,1,1,1,4,5,5,2,4,3,2,2,3,2,5,1,5,1,3,1,2,3,3,1,3,3,4,1,2,3,1,4,2,4,3,1,2,2,3,3,2,2,2,"yes","yes",1.2,3,2.4,2.4,0.92,"High human development index"
"2968","United States",32.5,"Male","Yes Kids","phd","full-time",67500,"",1,0,"Rural/Country","Married","1",1,2,3,2,1,1,1,2,2,4,3,1,5,3,3,1,5,3,4,2,3,5,1,3,3,1,2,3,2,4,4,3,4,1,2,3,3,3,3,5,3,3,4,5,5,2,"yes","yes",1.8,2.8,2.9,3.8,0.92,"High human development index"
"2969","United States",24,"Female","No Kids","ma","full-time",55000,"",1,0,"Small Town","Single","0",0,2,3,3,2,2,1,2,2,4,3,4,2,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,2,3,3,2,2,3,3,3,4,4,4,3,"no","no",2.4,2.66666666666667,2.5,3.6,0.92,"High human development index"
"2970","United States",32.5,"Male","No Kids","ma","full-time",87500,"",5,8,"Large Town","Married","0",0,4,4,4,3,3,1,2,4,2,4,4,4,4,4,4,3,3,2,2,2,4,2,4,2,2,4,5,4,4,3,4,5,1,2,4,3,2,1,5,5,3,5,3,4,4,"yes","yes",3.6,3,3.3,3.8,0.92,"High human development index"
"2971","United States",45,"Female","Yes Kids","ltuni","unemployed",10000,"",3,0,"Medium-Sized","Divorced","0",2,4,4,4,4,4,5,2,3,5,4,4,5,5,2,2,3,3,5,4,4,4,4,5,5,5,5,5,3,4,4,5,5,5,3,4,2,3,4,5,5,1,1,1,3,2,"yes","yes",4,3.73333333333333,4.25,1.6,0.92,"High human development index"
"2972","United States",16.5,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single","0",0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,"yes","yes",3,3,3,3.8,0.92,"High human development index"
"2973","United States",55,"Female","Yes Kids","ma","full-time",NA,"",1,0,"Small Town","Divorced","0",0,4,2,2,1,1,1,2,3,3,1,1,2,1,2,3,1,1,2,2,4,2,1,1,5,3,2,3,3,2,1,4,2,2,2,2,3,2,2,2,2,4,4,4,4,4,"yes","yes",2,1.93333333333333,2.3,4,0.92,"High human development index"
"2974","United States",28,"Female","No Kids","phd","full-time",87500,"",0,9,"Village","Married","0",0,3,3,3,2,2,1,1,2,1,2,2,2,3,2,3,3,1,3,1,1,3,1,1,3,4,2,3,3,3,1,2,3,2,2,3,3,2,3,3,3,4,4,4,4,4,"yes","no",2.6,1.86666666666667,2.5,4,0.92,"High human development index"
"2975","United States",32.5,"Female","Yes Kids","ltuni","full-time",10000,"",3,0,"Small Town","Married","0",2,3,3,3,2,2,3,3,5,4,3,2,3,3,2,3,2,3,3,2,5,4,1,3,3,4,3,5,2,3,3,5,4,4,3,4,4,3,5,5,5,4,4,4,4,2,"yes","yes",2.6,3.06666666666667,3.65,3.6,0.92,"High human development index"
"2976","United States",21,"Female","No Kids","ltuni","student",10000,"",0,0,"Small Town","Single","0",0,1,2,1,1,1,2,5,5,4,4,5,5,5,5,5,3,4,4,4,5,5,1,4,4,5,5,5,1,5,5,5,5,3,4,5,1,1,5,5,5,1,1,1,2,2,"yes","yes",1.2,4.33333333333333,3.95,1.4,0.92,"High human development index"
"2977","United States",22,"Male","No Kids","ltuni","student",25000,"",0,0,"Large Town","Single","0",0,4,5,4,4,4,4,2,2,3,3,1,5,4,2,3,5,4,4,2,4,1,2,4,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,2,2,"yes","yes",4.2,3.2,3.4,3.2,0.92,"High human development index"
"2978","United States",28,"Female","No Kids","ma","full-time",55000,"",1,2,"Large Town","Single","0",0,4,4,3,2,1,1,1,3,3,2,1,3,4,3,3,1,2,2,2,2,4,1,1,5,1,1,2,3,3,2,2,4,1,1,3,2,2,2,3,2,4,5,4,4,4,"yes","yes",2.8,2.2,2.25,4.2,0.92,"High human development index"
"2979","United States",32.5,"Female","No Kids","phd","full-time",55000,"",4,0,"Small Town","Single","0",0,2,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,1,2,4,4,3,4,4,4,4,2,4,3,3,4,2,2,4,4,4,2,3,3,3,2,"yes","yes",3.6,4,3.3,2.6,0.92,"High human development index"
"2980","United States",37.5,"Female","No Kids","deg","full-time",150000,"",5,0,"Village","Single","0",0,2,2,2,2,2,2,2,5,4,3,1,1,4,3,4,3,3,3,3,5,5,4,3,5,5,3,5,1,3,5,3,5,4,5,4,4,4,5,5,4,2,2,2,3,1,"yes","no",2,3.06666666666667,4.1,2,0.92,"High human development index"
"2981","United States",32.5,"Male","No Kids","high","student",NA,"",0,0,"Large Town","Single","0",0,5,5,3,2,2,1,1,5,1,3,5,2,4,2,2,1,3,5,1,1,5,1,2,2,3,2,2,4,3,1,2,3,1,3,3,3,4,4,4,4,1,1,2,1,1,"yes","no",3.4,2.46666666666667,2.8,1.2,0.92,"High human development index"
"2982","United States",37.5,"Male","Yes Kids","phd","full-time",87500,"",10,0,"Village","Married","1",2,5,5,2,3,3,5,1,2,2,4,4,5,5,5,5,5,2,5,2,5,5,3,5,5,4,2,4,3,5,5,2,5,5,5,5,5,5,5,5,5,2,3,2,2,1,"yes","yes",3.6,3.8,4.4,2,0.92,"High human development index"
"2983","United States",24,"Female","No Kids","ma","student",87500,"",1,0,"Large Town","Single","0",0,2,1,1,1,1,2,2,3,3,3,3,3,4,3,3,1,3,2,2,2,2,1,3,1,3,5,2,2,4,1,2,4,2,2,5,3,2,3,2,3,5,5,5,5,5,"yes","no",1.2,2.6,2.6,5,0.92,"High human development index"
"2984","United States",55,"Female","No Kids","ltuni","retired",15000,"",12,5,"Large-City","Divorced","0",0,4,4,4,3,3,1,2,2,4,4,4,4,4,3,4,5,5,1,5,2,5,1,2,3,4,2,3,4,3,4,5,4,3,2,5,5,1,3,3,5,1,1,1,1,4,"yes","yes",3.6,3.33333333333333,3.35,1.6,0.92,"High human development index"
"2985","United States",45,"Male","No Kids","deg","unemployed",15000,"",4,0,"Village","Single","0",0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",2.8,3.8,3.6,2.2,0.92,"High human development index"
"2986","United States",45,"Male","No Kids","deg","unemployed",15000,"",4,0,"Village","Single","0",0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",2.8,3.8,3.6,2.2,0.92,"High human development index"
"2987","United States",32.5,"Female","No Kids","ltuni","full-time",55000,"",10,10,"Small Town","Married","0",0,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,5,5,5,5,5,"yes","no",1,1.66666666666667,1.3,5,0.92,"High human development index"
"2988","United States",37.5,"Male","Yes Kids","ltuni","full-time",15000,"",1,0,"Large-City","Divorced","1",3,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,5,1,1,2,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,4,5,5,5,"yes","yes",1,1.53333333333333,1.85,4.8,0.92,"High human development index"
"2989","United States",37.5,"Male","Yes Kids","ma","full-time",87500,"",10,0,"Medium-Sized","Married","1",1,4,4,4,4,4,4,1,2,3,4,3,3,3,3,5,5,2,5,2,3,1,3,5,2,5,1,4,4,3,3,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,"yes","yes",4,3.2,3.55,3.2,0.92,"High human development index"
"2990","United States",32.5,"Male","No Kids","ma","full-time",87500,"",8,0,"Small Town","Divorced","0",0,5,4,4,3,3,1,2,5,3,3,3,3,4,3,5,4,2,5,3,4,4,4,4,5,2,2,5,2,4,3,2,5,4,5,5,5,5,4,3,5,5,5,4,4,2,"yes","yes",3.8,3.33333333333333,3.9,4,0.92,"High human development index"
"2991","United States",32.5,"Female","Yes Kids","deg","full-time",NA,"",2,0,"Large Town","Married","1",0,3,3,2,2,2,2,3,4,5,3,2,5,4,3,5,3,3,3,4,3,4,3,3,5,3,2,4,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"yes","yes",2.4,3.46666666666667,3.7,4,0.92,"High human development index"
"2992","United States",16.5,"Male","No Kids","lthigh","student",NA,"",0,0,"Large Town","Single","0",0,5,5,5,3,3,1,1,5,5,5,5,5,5,5,5,3,4,4,3,1,5,1,3,5,2,3,5,4,5,1,3,5,5,4,5,5,5,5,5,5,2,3,1,3,1,"yes","yes",4.2,3.8,4.05,2,0.92,"High human development index"
"2993","United States",45,"Female","Yes Kids","phd","part-time",25000,"",4,6,"Small Town","Married","1",0,3,3,3,3,3,1,2,5,3,2,1,2,3,3,3,4,3,4,2,2,2,3,4,4,3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,3,3,2,2,2,2,"no","no",3,2.66666666666667,3.15,2.2,0.92,"High human development index"
"2994","United States",45,"Male","Yes Kids","ma","full-time",25000,"",2,0,"Small Town","Married","3",1,3,3,4,3,3,3,4,5,4,4,3,4,4,2,4,5,4,1,3,3,3,1,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,2,3,4,3,"yes","yes",3.2,3.53333333333333,3.4,3,0.92,"High human development index"
"2995","United States",28,"Male","No Kids","deg","student",NA,"",0,0,"Village","Single","0",0,5,5,5,5,5,5,4,3,5,5,4,4,5,4,5,5,5,4,4,5,5,4,3,5,5,4,5,5,5,3,2,5,4,5,5,4,5,5,5,4,2,1,2,1,1,"yes","yes",5,4.46666666666667,4.4,1.4,0.92,"High human development index"
"2996","United States",28,"Female","Yes Kids","ltuni","full-time",35000,"",1,0,"Small Town","Divorced","1",1,4,4,5,3,3,2,3,3,4,3,3,2,3,2,4,3,4,2,4,5,5,3,2,4,5,2,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3,4,3,4,2,"yes","yes",3.8,3.13333333333333,3.4,3.2,0.92,"High human development index"
"2997","United States",20,"Female","No Kids","dip","student",10000,"",1,8,"Medium-Sized","Single","0",0,4,4,2,2,2,1,1,5,4,4,4,3,4,4,4,5,4,3,1,1,4,3,2,5,3,3,1,2,3,4,4,4,1,4,4,4,2,4,4,4,3,4,4,3,3,"yes","yes",2.8,3.2,3.25,3.4,0.92,"High human development index"
"2998","United States",28,"Female","No Kids","deg","full-time",25000,"",1,0,"Village","Single","0",0,3,4,2,3,3,3,4,3,4,4,4,3,4,2,3,2,4,3,4,3,4,4,3,4,4,4,2,3,4,4,4,3,4,4,4,2,2,4,3,3,3,3,2,4,2,"yes","yes",3,3.33333333333333,3.45,2.8,0.92,"High human development index"
"2999","United States",67.5,"Male","Yes Kids","phd","full-time",67500,"",1,0,"Large Town","Married","0",0,3,3,2,1,2,2,2,5,3,2,2,3,3,3,3,1,3,1,2,2,2,3,2,4,2,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,1,3,4,2,"yes","no",2.2,2.46666666666667,2.55,2.6,0.92,"High human development index"
"3000","United States",55,"Male","No Kids","deg","full-time",25000,"",7,0,"Small Town","Single","0",0,5,5,4,3,3,1,1,5,1,2,2,5,5,2,2,4,5,3,1,5,5,4,2,2,3,1,3,3,3,3,4,3,1,2,4,5,5,1,5,5,1,1,1,1,1,"yes","yes",4,2.93333333333333,3.2,1,0.92,"High human development index"
"3001","United States",32.5,"Male","Yes Kids","dip","full-time",87500,"",0,8,"Rural/Country","Separated","1",1,4,4,4,3,3,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4,4,2,3,3,4,3,3,3,4,2,2,4,3,4,4,4,3,4,4,3,3,3,2,3,3,"yes","no",3.6,3.33333333333333,3.3,2.8,0.92,"High human development index"
"3002","United States",45,"Male","No Kids","ma","full-time",250000,"",1,0,"Medium-Sized","Single","0",0,4,4,4,4,4,1,1,5,3,3,5,4,4,3,3,3,1,1,1,4,4,4,4,3,4,1,5,5,4,3,4,4,1,2,4,5,4,3,4,4,3,3,3,3,1,"yes","yes",4,2.8,3.6,2.6,0.92,"High human development index"
"3003","United States",37.5,"Male","Yes Kids","deg","full-time",55000,"",0,2,"Rural/Country","Married","1",0,3,3,4,3,3,2,2,2,4,3,3,2,4,3,4,3,2,3,3,4,4,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,"yes","yes",3.2,2.93333333333333,3.3,3.2,0.92,"High human development index"
"3004","United States",45,"Male","No Kids","deg","part-time",25000,"",1,0,"Village","Married","0",0,4,4,4,4,4,1,3,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,5,4,4,4,5,4,2,5,5,4,5,3,3,3,3,4,2,"yes","yes",4,3.8,3.95,3,0.92,"High human development index"
"3005","United States",32.5,"Male","Yes Kids","phd","full-time",87500,"",4,10,"Large Town","Married","0",0,3,3,4,3,3,1,2,3,3,3,1,2,3,2,2,3,3,2,2,2,3,1,3,3,1,2,4,3,4,2,3,3,1,2,3,4,3,3,3,3,2,4,3,3,2,"no","no",3.2,2.26666666666667,2.7,2.8,0.92,"High human development index"
"3006","United States",55,"Female","Yes Kids","phd","unemployed",25000,"",4,0,"Large Town","Divorced","1",0,5,5,5,3,2,1,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,3,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,2,2,2,3,2,"yes","yes",4,4.4,4.55,2.2,0.92,"High human development index"
"3007","United States",55,"Female","Yes Kids","ma","full-time",87500,"",4,11,"Large-City","Divorced","0",1,3,3,2,2,2,1,1,1,1,1,5,1,5,1,1,2,1,2,1,3,2,1,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,4,4,4,3,"no","no",2.4,1.8,2.6,3.6,0.92,"High human development index"
"3008","United States",67.5,"Male","No Kids","ma","full-time",150000,"",7,3,"Large-City","Married","0",0,4,4,3,4,4,3,3,3,4,4,3,4,4,3,4,4,5,4,4,5,5,3,4,1,4,3,4,4,4,4,5,5,4,4,3,4,3,4,3,3,2,1,1,3,1,"yes","yes",3.8,3.8,3.7,1.6,0.92,"High human development index"
"3009","United States",28,"Female","No Kids","deg","full-time",150000,"",5,0,"Rural/Country","Single","0",0,4,3,3,3,3,3,4,2,4,3,3,4,4,2,4,5,5,5,4,5,5,2,4,5,3,2,4,3,4,4,5,5,3,3,4,4,3,5,4,3,3,2,3,3,2,"yes","yes",3.2,3.8,3.75,2.6,0.92,"High human development index"
